index,label,split
2100,3,train
2101,0,train
2102,0,train
2103,3,validation
2104,2,test
2105,2,test
2106,2,validation
2107,0,train
2108,2,train
2109,1,train
2110,4,train
2111,3,validation
2112,2,train
2113,1,validation
2114,0,train
2115,1,train
2116,3,train
2117,3,test
2118,2,train
2119,1,train
2120,3,train
2121,0,train
2122,0,train
2123,2,test
2124,1,train
2125,1,validation
2126,2,test
2127,0,train
2128,0,train
2129,0,train
2130,1,train
2131,2,train
2132,0,train
2133,2,train
2134,0,train
2135,4,train
2136,2,test
2137,2,train
2138,4,train
2139,2,train
2140,0,test
2141,2,train
2142,3,train
2143,2,validation
2144,0,train
2145,0,train
2146,4,train
2147,1,train
2148,4,train
2149,4,train
2150,4,test
2151,0,train
2152,2,train
2153,1,test
2154,0,train
2155,0,train
2156,2,train
2157,1,train
2158,2,train
2159,2,train
2160,3,test
2161,1,test
2162,1,train
2163,0,validation
2164,4,validation
2165,3,train
2166,0,train
2167,2,train
2168,2,train
2169,1,train
2170,0,train
2171,2,validation
2172,3,train
2173,2,train
2174,0,train
2175,1,train
2176,0,validation
2177,2,train
2178,2,train
2179,0,train
2180,2,train
2181,4,validation
2182,1,test
2183,4,validation
2184,2,train
2185,4,train
2186,2,train
2187,4,test
2188,2,train
2189,0,train
2190,0,test
2191,3,test
2192,0,train
2193,0,validation
2194,0,test
2195,0,train
2196,3,train
2197,2,validation
2198,2,train
2199,2,test
2200,1,train
2201,3,train
2202,4,train
2203,0,train
2204,4,test
2205,4,train
2206,2,train
2207,2,train
2208,3,train
2209,4,train
2210,2,train
2211,4,train
2212,3,train
2213,2,train
2214,0,train
2215,3,train
2216,1,train
2217,3,validation
2218,2,validation
2219,4,train
2220,2,train
2221,4,train
2222,3,train
2223,3,validation
2224,2,train
2225,1,train
2226,1,train
2227,1,train
2228,2,test
2229,3,train
2230,3,train
2231,4,train
2232,3,train
2233,3,validation
2234,2,train
2235,2,train
2236,0,test
2237,2,validation
2238,0,test
2239,3,train
2240,0,validation
2241,0,validation
2242,2,train
2243,1,train
2244,3,test
2245,2,train
2246,1,test
2247,0,validation
2248,0,validation
2249,3,test
2250,3,train
2251,0,test
2252,0,train
2253,1,test
2254,4,train
2255,3,validation
2256,0,train
2257,2,train
2258,2,train
2259,4,train
2260,2,train
2261,3,train
2262,0,train
2263,2,test
2264,1,train
2265,0,train
2266,4,train
2267,0,train
2268,3,train
2269,2,train
2270,3,train
2271,4,train
2272,2,train
2273,0,train
2274,0,validation
2275,2,train
2276,1,test
2277,1,train
2278,4,train
2279,4,train
2280,4,train
2281,0,validation
2282,3,train
2283,2,train
2284,0,train
2285,4,train
2286,1,train
2287,0,train
2288,0,test
2289,3,train
2290,4,validation
2291,2,train
2292,3,validation
2293,3,train
2294,0,train
2295,4,test
2296,0,train
2297,4,train
2298,0,train
2299,2,validation
2300,3,train
2301,4,train
2302,2,train
2303,0,train
2304,0,train
2305,2,train
2306,1,train
2307,0,train
2308,0,train
2309,1,train
2310,0,train
2311,1,train
2312,3,train
2313,2,train
2314,2,train
2315,1,train
2316,2,train
2317,1,train
2318,3,validation
2319,4,train
2320,2,train
2321,3,test
2322,0,train
2323,0,train
2324,0,train
2325,0,train
2326,4,train
2327,2,train
2328,3,train
2329,4,train
2330,4,test
2331,1,train
2332,2,train
2333,4,train
2334,0,train
2335,0,train
2336,1,train
2337,3,train
2338,4,validation
2339,3,train
2340,0,validation
2341,3,train
2342,3,train
2343,4,train
2344,2,validation
2345,3,validation
2346,1,train
2347,0,train
2348,0,train
2349,0,train
2350,3,train
2351,4,train
2352,1,train
2353,4,train
2354,3,train
2355,2,train
2356,4,train
2357,2,train
2358,0,train
2359,1,test
2360,0,train
2361,3,train
2362,2,train
2363,3,train
2364,0,train
2365,0,train
2366,2,test
2367,2,test
2368,0,validation
2369,2,train
2370,0,train
2371,1,validation
2372,3,test
2373,4,train
2374,3,train
2375,3,validation
2376,2,train
2377,0,train
2378,1,train
2379,2,test
2380,0,train
2381,0,train
2382,3,train
2383,0,train
2384,2,validation
2385,0,train
2386,0,validation
2387,3,train
2388,3,train
2389,3,train
2390,3,train
2391,1,train
2392,3,test
2393,1,train
2394,3,train
2395,2,train
2396,0,test
2397,2,validation
2398,2,train
2399,0,validation
2400,2,train
2401,1,validation
2402,4,test
2403,2,train
2404,1,validation
2405,1,train
2406,1,train
2407,0,train
2408,2,train
2409,2,train
2410,4,train
2411,3,test
2412,4,train
2413,2,train
2414,2,train
2415,3,train
2416,1,train
2417,2,test
2418,4,train
2419,4,train
2420,0,train
2421,0,test
2422,3,train
2423,4,validation
2424,1,train
2425,0,train
2426,3,train
2427,2,validation
2428,3,train
2429,0,test
2430,3,train
2431,3,validation
2432,0,train
2433,1,validation
2434,0,train
2435,4,train
2436,1,train
2437,3,train
2438,2,test
2439,4,train
2440,4,test
2441,0,train
2442,2,validation
2443,0,train
2444,2,test
2445,2,train
2446,2,validation
2447,3,test
2448,1,train
2449,0,test
2450,2,train
2451,3,train
2452,2,train
2453,0,train
2454,2,validation
2455,1,train
2456,2,train
2457,3,validation
2458,4,train
2459,0,train
2460,2,train
2461,2,train
2462,1,train
2463,2,train
2464,1,train
2465,2,train
2466,0,train
2467,1,train
2468,1,train
2469,1,validation
2470,4,train
2471,3,train
2472,0,train
2473,4,test
2474,4,test
2475,3,train
2476,3,train
2477,1,validation
2478,2,train
2479,3,test
2480,2,validation
2481,1,train
2482,3,train
2483,3,train
2484,2,train
2485,4,train
2486,4,validation
2487,3,train
2488,2,test
2489,1,train
2490,3,train
2491,0,test
2492,1,train
2493,0,train
2494,0,train
2495,0,validation
2496,4,train
2497,0,train
2498,0,train
2499,3,train
2500,4,train
2501,4,train
2502,0,train
2503,3,train
2504,4,train
2505,1,train
2506,4,test
2507,0,train
2508,1,train
2509,3,train
2510,3,train
2511,0,validation
2512,0,train
2513,0,train
2514,0,train
2515,2,train
2516,1,train
2517,3,train
2518,1,train
2519,0,train
2520,1,validation
2521,2,train
2522,3,train
2523,0,validation
2524,0,train
2525,2,train
2526,0,validation
2527,2,test
2528,0,train
2529,4,validation
2530,1,validation
2531,1,train
2532,0,test
2533,0,test
2534,4,train
2535,0,train
2536,2,validation
2537,1,validation
2538,3,train
2539,0,train
2540,3,validation
2541,1,train
2542,0,validation
2543,0,test
2544,2,train
2545,4,train
2546,0,validation
2547,0,test
2548,0,validation
2549,4,train
2550,2,train
2551,1,train
2552,2,train
2553,2,validation
2554,1,validation
2555,2,train
2556,1,train
2557,2,train
2558,0,train
2559,2,train
2560,4,train
2561,3,train
2562,1,train
2563,0,train
2564,0,train
2565,1,train
2566,0,train
2567,3,test
2568,4,test
2569,2,train
2570,0,validation
2571,2,train
2572,4,test
2573,4,train
2574,3,train
2575,0,train
2576,2,test
2577,2,train
2578,1,train
2579,1,train
2580,4,train
2581,1,train
2582,0,train
2583,0,train
2584,2,validation
2585,2,test
2586,1,train
2587,1,train
2588,4,validation
2589,3,train
2590,3,validation
2591,2,validation
2592,0,train
2593,4,train
2594,4,train
2595,4,train
2596,4,validation
2597,4,train
2598,2,train
2599,4,test
2600,4,train
2601,3,train
2602,1,train
2603,3,train
2604,3,validation
2605,3,train
2606,1,test
2607,1,validation
2608,0,train
2609,0,train
2610,3,test
2611,0,test
2612,1,validation
2613,1,train
2614,2,train
2615,2,train
2616,0,train
2617,3,test
2618,0,test
2619,0,validation
2620,4,validation
2621,2,train
2622,0,train
2623,2,train
2624,4,validation
2625,4,train
2626,2,train
2627,0,train
2628,4,train
2629,3,train
2630,2,train
2631,3,train
2632,1,validation
2633,4,test
2634,1,train
2635,2,test
2636,1,test
2637,0,train
2638,3,test
2639,1,train
2640,4,train
2641,1,test
2642,2,train
2643,0,train
2644,3,train
2645,2,train
2646,4,test
2647,1,train
2648,2,train
2649,3,test
2650,2,test
2651,1,train
2652,2,train
2653,4,validation
2654,1,validation
2655,2,test
2656,0,train
2657,3,train
2658,0,train
2659,2,validation
2660,2,train
2661,2,validation
2662,3,train
2663,2,train
2664,3,train
2665,0,test
2666,3,validation
2667,0,train
2668,0,train
2669,1,train
2670,4,train
2671,2,validation
2672,2,train
2673,1,test
2674,4,train
2675,2,validation
2676,4,train
2677,0,validation
2678,1,train
2679,2,train
2680,4,train
2681,3,train
2682,4,train
2683,0,validation
2684,0,test
2685,3,test
2686,4,train
2687,3,train
2688,0,train
2689,4,train
2690,4,train
2691,1,train
2692,2,train
2693,1,train
2694,3,train
2695,3,train
2696,2,train
2697,1,test
2698,1,train
2699,2,train
2700,2,train
2701,0,train
2702,0,train
2703,1,train
2704,4,validation
2705,4,train
2706,0,train
2707,2,train
2708,4,validation
2709,0,test
2710,2,train
2711,1,train
2712,3,train
2713,0,train
2714,3,test
2715,2,train
2716,4,train
2717,3,train
2718,3,train
2719,0,validation
2720,4,test
2721,0,train
2722,4,train
2723,0,train
2724,0,validation
2725,0,train
2726,2,validation
2727,0,train
2728,2,train
2729,2,validation
2730,0,train
2731,0,validation
2732,1,train
2733,2,test
2734,0,train
2735,1,train
2736,1,train
2737,2,train
2738,4,train
2739,3,train
2740,1,validation
2741,1,train
2742,2,train
2743,2,train
2744,2,train
2745,0,validation
2746,0,train
2747,2,validation
2748,3,train
2749,0,train
2750,4,train
2751,2,train
2752,4,train
2753,3,train
2754,3,train
2755,0,train
2756,3,validation
2757,2,train
2758,4,train
2759,3,train
2760,2,train
2761,4,train
2762,4,test
2763,0,train
2764,0,train
2765,3,validation
2766,1,train
2767,0,test
2768,2,train
2769,1,train
2770,4,test
2771,4,validation
2772,2,train
2773,2,train
2774,2,test
2775,2,train
2776,2,train
2777,4,train
2778,0,test
2779,0,test
2780,3,validation
2781,2,train
2782,0,validation
2783,3,train
2784,1,train
2785,3,test
2786,0,validation
2787,2,train
2788,3,validation
2789,0,train
2790,3,train
2791,0,test
2792,4,test
2793,4,train
2794,1,train
2795,0,validation
2796,1,train
2797,0,train
2798,2,test
2799,4,validation
2800,0,train
2801,0,validation
2802,1,train
2803,0,train
2804,3,train
2805,0,train
2806,0,train
2807,2,train
2808,3,test
2809,0,train
2810,0,train
2811,2,train
2812,2,train
2813,3,validation
2814,3,test
2815,2,train
2816,2,train
2817,4,train
2818,3,train
2819,3,train
2820,3,train
2821,2,train
2822,3,validation
2823,0,train
2824,2,train
2825,2,validation
2826,3,validation
2827,4,train
2828,3,train
2829,0,train
2830,3,train
2831,2,train
2832,2,train
2833,0,train
2834,4,train
2835,2,train
2836,2,test
2837,1,train
2838,0,train
2839,2,test
2840,2,train
2841,1,validation
2842,3,test
2843,1,train
2844,4,train
2845,1,validation
2846,4,train
2847,3,validation
2848,1,train
2849,3,train
2850,4,validation
2851,3,train
2852,2,train
2853,2,train
2854,1,train
2855,0,train
2856,3,test
2857,0,validation
2858,0,train
2859,1,train
2860,4,train
2861,2,train
2862,0,train
2863,2,train
2864,0,train
2865,4,train
2866,2,train
2867,1,train
2868,0,train
2869,4,train
2870,4,test
2871,1,train
2872,1,train
2873,0,validation
2874,0,validation
2875,4,test
2876,1,train
2877,1,test
2878,4,test
2879,4,train
2880,1,train
2881,4,train
2882,3,train
2883,0,validation
2884,2,validation
2885,0,validation
2886,2,train
2887,4,train
2888,1,train
2889,2,train
2890,1,train
2891,0,train
2892,4,train
2893,3,train
2894,0,test
2895,4,train
2896,2,validation
2897,1,validation
2898,1,train
2899,2,validation
2900,2,train
2901,0,train
2902,2,train
2903,3,test
2904,4,train
2905,0,validation
2906,4,test
2907,0,train
2908,1,train
2909,1,test
2910,3,train
2911,2,validation
2912,3,train
2913,4,train
2914,3,test
2915,0,validation
2916,0,train
2917,2,train
2918,1,train
2919,0,train
2920,1,test
2921,0,test
2922,4,train
2923,3,train
2924,0,train
2925,1,train
2926,1,train
2927,2,train
2928,2,train
2929,1,train
2930,1,train
2931,0,validation
2932,3,train
2933,1,train
2934,0,validation
2935,2,train
2936,1,train
2937,4,train
2938,4,test
2939,0,train
2940,4,train
2941,0,train
2942,0,train
2943,2,train
2944,1,validation
2945,1,train
2946,1,train
2947,1,train
2948,4,validation
2949,4,validation
2950,3,train
2951,0,train
2952,3,train
2953,0,train
2954,0,train
2955,3,train
2956,4,train
2957,2,train
2958,0,train
2959,3,validation
2960,0,validation
2961,0,validation
2962,2,test
2963,1,train
2964,3,train
2965,0,train
2966,0,train
2967,0,validation
2968,3,test
2969,4,train
2970,0,train
2971,3,train
2972,2,train
2973,0,train
2974,2,train
2975,4,train
2976,4,train
2977,1,train
2978,3,train
2979,3,train
2980,0,train
2981,0,validation
2982,0,train
2983,3,train
2984,2,validation
2985,0,train
2986,4,train
2987,1,test
2988,3,train
2989,1,train
2990,0,validation
2991,4,validation
2992,2,validation
2993,0,validation
2994,2,train
2995,0,validation
2996,1,train
2997,3,test
2998,1,test
2999,4,validation
3000,4,train
3001,3,train
3002,0,train
3003,4,train
3004,4,train
3005,4,validation
3006,2,train
3007,1,test
3008,3,train
3009,1,train
3010,3,train
3011,2,train
3012,0,train
3013,1,train
3014,1,test
3015,3,test
3016,2,train
3017,1,train
3018,0,validation
3019,3,train
3020,0,train
3021,4,train
3022,3,train
3023,0,validation
3024,4,train
3025,0,train
3026,1,validation
3027,3,train
3028,4,train
3029,3,train
3030,3,train
3031,4,validation
3032,1,test
3033,1,test
3034,0,test
3035,0,train
3036,4,train
3037,2,train
3038,4,train
3039,0,validation
3040,3,test
3041,0,train
3042,2,train
3043,2,test
3044,1,train
3045,1,test
3046,1,train
3047,3,train
3048,2,train
3049,0,test
3050,1,validation
3051,4,train
3052,4,test
3053,3,test
3054,2,validation
3055,3,train
3056,4,train
3057,1,test
3058,1,train
3059,2,test
3060,4,train
3061,2,train
3062,1,validation
3063,2,validation
3064,4,train
3065,3,validation
3066,3,train
3067,1,validation
3068,0,train
3069,1,validation
3070,3,train
3071,2,train
3072,1,test
3073,3,train
3074,4,train
3075,4,train
3076,4,validation
3077,0,train
3078,0,train
3079,0,test
3080,2,train
3081,0,validation
3082,0,train
3083,2,test
3084,3,validation
3085,1,train
3086,2,validation
3087,3,train
3088,3,test
3089,3,test
3090,2,validation
3091,2,train
3092,4,train
3093,2,train
3094,0,validation
3095,3,train
3096,1,train
3097,2,train
3098,4,train
3099,0,train
3100,4,train
3101,4,train
3102,1,train
3103,4,train
3104,2,test
3105,4,test
3106,3,train
3107,0,train
3108,3,train
3109,3,test
3110,2,train
3111,4,test
3112,1,train
3113,1,test
3114,1,test
3115,0,train
3116,0,test
3117,1,train
3118,1,train
3119,1,train
3120,0,train
3121,3,train
3122,2,train
3123,2,train
3124,4,train
3125,1,train
3126,2,train
3127,0,test
3128,1,validation
3129,1,train
3130,3,test
3131,3,train
3132,3,train
3133,3,train
3134,4,test
3135,4,train
3136,0,train
3137,4,train
3138,0,validation
3139,3,validation
3140,3,train
3141,4,train
3142,4,train
3143,0,train
3144,0,train
3145,0,train
3146,4,validation
3147,0,test
3148,4,train
3149,1,train
3150,3,train
3151,2,train
3152,3,validation
3153,2,train
3154,4,test
3155,4,validation
3156,2,test
3157,0,test
3158,3,train
3159,4,train
3160,2,train
3161,1,train
3162,2,train
3163,4,validation
3164,2,train
3165,1,train
3166,4,train
3167,0,train
3168,4,train
3169,1,train
3170,1,train
3171,0,test
3172,1,train
3173,4,train
3174,2,train
3175,3,train
3176,3,train
3177,1,train
3178,1,train
3179,0,validation
3180,1,train
3181,4,train
3182,0,train
3183,2,test
3184,4,train
3185,0,train
3186,1,validation
3187,2,train
3188,2,train
3189,1,validation
3190,4,validation
3191,2,train
3192,2,test
3193,2,test
3194,3,test
3195,0,train
3196,3,test
3197,3,train
3198,0,train
3199,4,test
3200,4,train
3201,3,train
3202,1,train
3203,1,train
3204,3,test
3205,3,train
3206,1,test
3207,1,validation
3208,1,train
3209,0,train
3210,3,train
3211,4,train
3212,1,test
3213,1,test
3214,1,train
3215,1,train
3216,4,validation
3217,1,validation
3218,3,test
3219,3,train
3220,2,train
3221,1,train
3222,2,test
3223,4,train
3224,3,test
3225,1,train
3226,3,test
3227,2,train
3228,1,train
3229,4,train
3230,3,validation
3231,0,train
3232,4,train
3233,4,train
3234,2,validation
3235,4,validation
3236,1,train
3237,1,validation
3238,4,train
3239,4,train
3240,2,test
3241,0,train
3242,0,test
3243,2,train
3244,1,test
3245,0,validation
3246,0,train
3247,0,validation
3248,3,train
3249,2,train
3250,2,validation
3251,4,train
3252,4,test
3253,0,train
3254,0,train
3255,3,train
3256,2,train
3257,3,train
3258,4,train
3259,4,test
3260,2,test
3261,4,validation
3262,4,validation
3263,1,train
3264,2,train
3265,0,test
3266,3,validation
3267,0,train
3268,2,test
3269,4,validation
3270,1,train
3271,3,train
3272,1,train
3273,4,test
3274,1,train
3275,1,train
3276,0,train
3277,2,train
3278,3,validation
3279,4,validation
3280,1,train
3281,3,test
3282,4,train
3283,2,train
3284,3,train
3285,1,train
3286,0,train
3287,4,train
3288,4,train
3289,4,train
3290,4,test
3291,2,train
3292,4,validation
3293,1,train
3294,0,train
3295,3,train
3296,0,train
3297,4,validation
3298,0,train
3299,2,train
3300,2,train
3301,4,train
3302,4,train
3303,1,test
3304,2,train
3305,4,train
3306,2,train
3307,4,train
3308,0,validation
3309,0,train
3310,0,validation
3311,0,validation
3312,2,train
3313,4,train
3314,3,validation
3315,2,train
3316,4,validation
3317,4,validation
3318,1,validation
3319,3,train
3320,3,train
3321,2,train
3322,1,train
3323,0,train
3324,0,validation
3325,2,train
3326,2,train
3327,2,train
3328,2,train
3329,1,train
3330,3,train
3331,0,train
3332,1,train
3333,1,validation
3334,2,train
3335,0,train
3336,1,test
3337,3,validation
3338,2,test
3339,2,train
3340,0,train
3341,4,test
3342,0,train
3343,4,test
3344,4,test
3345,1,train
3346,0,train
3347,0,train
3348,1,train
3349,0,train
3350,2,train
3351,2,test
3352,0,train
3353,2,train
3354,3,validation
3355,1,train
3356,0,validation
3357,2,test
3358,2,train
3359,4,validation
3360,3,train
3361,2,test
3362,4,validation
3363,3,train
3364,0,train
3365,0,test
3366,4,test
3367,3,train
3368,1,train
3369,0,train
3370,1,train
3371,2,train
3372,4,train
3373,3,test
3374,1,test
3375,0,train
3376,3,train
3377,3,train
3378,3,train
3379,4,validation
3380,1,validation
3381,0,train
3382,2,validation
3383,3,train
3384,2,test
3385,3,train
3386,3,validation
3387,4,train
3388,4,train
3389,2,validation
3390,0,train
3391,0,train
3392,0,validation
3393,3,validation
3394,4,train
3395,1,test
3396,3,train
3397,2,validation
3398,0,train
3399,2,validation
3400,3,train
3401,1,validation
3402,4,test
3403,2,train
3404,0,train
3405,0,test
3406,3,train
3407,4,train
3408,1,train
3409,2,validation
3410,0,train
3411,2,train
3412,4,train
3413,3,train
3414,3,train
3415,1,train
3416,1,validation
3417,3,train
3418,2,train
3419,1,train
3420,2,train
3421,3,validation
3422,3,test
3423,1,train
3424,4,train
3425,3,train
3426,1,train
3427,2,train
3428,4,train
3429,2,train
3430,4,train
3431,0,train
3432,2,train
3433,2,train
3434,1,train
3435,4,train
3436,2,test
3437,1,validation
3438,3,train
3439,0,train
3440,3,train
3441,1,test
3442,4,train
3443,4,test
3444,0,test
3445,1,train
3446,2,train
3447,0,train
3448,4,train
3449,0,train
3450,3,train
3451,2,train
3452,0,validation
3453,0,train
3454,3,validation
3455,1,validation
3456,4,test
3457,3,test
3458,3,train
3459,0,train
3460,3,train
3461,1,train
3462,4,train
3463,0,train
3464,1,train
3465,1,train
3466,2,train
3467,2,train
3468,3,train
3469,0,train
3470,3,test
3471,1,validation
3472,1,train
3473,4,test
3474,0,validation
3475,4,train
3476,3,test
3477,2,validation
3478,1,train
3479,1,train
3480,0,train
3481,4,train
3482,0,train
3483,3,train
3484,0,train
3485,0,validation
3486,1,validation
3487,4,train
3488,1,train
3489,3,train
3490,1,train
3491,4,train
3492,0,test
3493,1,test
3494,2,train
3495,4,train
3496,2,test
3497,0,train
3498,0,train
3499,0,validation
3500,1,validation
3501,0,validation
3502,0,train
3503,3,train
3504,2,test
3505,1,validation
3506,0,train
3507,2,test
3508,4,test
3509,2,train
3510,2,train
3511,3,validation
3512,0,train
3513,3,train
3514,1,train
3515,3,train
3516,2,train
3517,3,train
3518,1,validation
3519,4,train
3520,2,train
3521,1,test
3522,4,train
3523,0,train
3524,0,train
3525,3,train
3526,3,validation
3527,2,validation
3528,2,train
3529,0,train
3530,0,train
3531,2,train
3532,1,test
3533,4,train
3534,1,validation
3535,4,train
3536,3,train
3537,3,test
3538,1,test
3539,1,train
3540,0,train
3541,0,test
3542,1,train
3543,3,validation
3544,0,test
3545,1,validation
3546,2,train
3547,2,train
3548,4,train
3549,2,train
3550,3,train
3551,0,train
3552,3,train
3553,3,train
3554,3,test
3555,3,train
3556,1,train
3557,2,train
3558,1,train
3559,2,train
3560,1,train
3561,0,train
3562,4,train
3563,3,validation
3564,0,test
3565,0,train
3566,3,validation
3567,2,train
3568,2,validation
3569,1,validation
3570,4,train
3571,2,train
3572,2,train
3573,4,train
3574,1,validation
3575,3,validation
3576,2,test
3577,2,validation
3578,3,train
3579,0,train
3580,4,test
3581,4,train
3582,2,test
3583,2,validation
3584,2,train
3585,1,test
3586,3,validation
3587,0,train
3588,1,validation
3589,2,train
3590,0,test
3591,3,train
3592,3,train
3593,3,test
3594,0,test
3595,3,test
3596,0,train
3597,1,train
3598,0,train
3599,2,validation
3600,2,test
3601,3,train
3602,4,train
3603,2,train
3604,0,train
3605,0,train
3606,1,train
3607,2,train
3608,2,validation
3609,4,train
3610,2,train
3611,2,train
3612,3,validation
3613,2,train
3614,3,train
3615,3,validation
3616,1,validation
3617,4,train
3618,0,train
3619,3,train
3620,3,train
3621,3,train
3622,3,train
3623,2,train
3624,3,validation
3625,2,train
3626,3,test
3627,2,train
3628,0,validation
3629,4,train
3630,4,train
3631,3,train
3632,2,train
3633,3,validation
3634,4,train
3635,2,validation
3636,1,train
3637,0,train
3638,0,train
3639,3,train
3640,4,validation
3641,0,train
3642,3,train
3643,0,train
3644,1,train
3645,2,train
3646,0,test
3647,1,train
3648,2,test
3649,1,train
3650,2,train
3651,3,train
3652,0,train
3653,2,train
3654,1,test
3655,4,validation
3656,0,train
3657,2,validation
3658,0,train
3659,0,test
3660,3,test
3661,0,train
3662,3,train
3663,0,train
3664,3,test
3665,1,validation
3666,4,train
3667,2,train
3668,0,train
3669,3,train
