index,real,predicha,clase_real,clase_predicha,confianza,p_dandelion,p_daisy,p_tulips,p_sunflowers,p_roses
1578,4,4,roses,roses,0.9744486,2.0664505e-05,0.013010967,0.012512161,7.611253e-06,0.9744486
1579,4,4,roses,roses,0.9762457,3.2160104e-11,0.0006064379,0.023147654,2.1550547e-07,0.9762457
1581,3,3,sunflowers,sunflowers,0.99063826,0.00026744654,3.2046364e-06,0.009087712,0.99063826,3.278724e-06
1584,0,0,dandelion,dandelion,0.7395625,0.7395625,0.25902942,2.0496186e-07,0.001407825,3.8082115e-09
1589,1,1,daisy,daisy,0.87963355,0.020919137,0.87963355,0.040564068,0.024469662,0.03441351
1590,2,2,tulips,tulips,1.0,2.406944e-13,1.8909727e-10,1.0,6.807615e-10,1.7318881e-10
1599,1,1,daisy,daisy,0.99760866,0.00033265958,0.99760866,9.068881e-11,0.0020587111,2.7475966e-11
1615,0,0,dandelion,dandelion,1.0,1.0,5.6043493e-08,7.41483e-09,5.3508167e-09,2.8142632e-11
1616,2,2,tulips,tulips,0.99999964,1.6152194e-19,1.0118298e-15,0.99999964,5.7940084e-22,3.7033908e-07
1617,2,2,tulips,tulips,0.88738513,1.64662e-10,9.231763e-07,0.88738513,4.316199e-07,0.11261348
1622,0,4,dandelion,roses,0.8717637,5.2852467e-08,0.0009914973,0.040434092,0.08681071,0.8717637
1623,3,3,sunflowers,sunflowers,0.9999988,1.0561753e-07,2.3608791e-08,1.6450352e-07,0.9999988,9.199084e-07
1626,0,0,dandelion,dandelion,0.9999962,0.9999962,1.194698e-06,2.2647384e-11,2.6755565e-06,3.9551582e-12
1643,2,4,tulips,roses,0.9998611,3.3236695e-11,3.305842e-10,0.00013889985,1.0725646e-13,0.9998611
1646,2,2,tulips,tulips,0.9990854,4.314192e-09,3.5333805e-08,0.9990854,5.9524837e-07,0.0009140086
1648,2,4,tulips,roses,0.99998105,4.2977597e-11,2.5843283e-10,1.8911725e-05,4.9764606e-12,0.99998105
1675,4,2,roses,tulips,0.99695873,5.7143843e-08,9.5650485e-08,0.99695873,0.0022854966,0.00075563375
1694,4,4,roses,roses,0.9894276,0.0006383539,2.150233e-06,0.007050582,0.0028812431,0.9894276
1700,2,2,tulips,tulips,1.0,6.4948054e-14,7.440847e-15,1.0,1.3445747e-15,6.8089852e-12
1707,0,0,dandelion,dandelion,1.0,1.0,3.3974772e-09,3.463401e-14,5.379243e-13,1.7050714e-16
1710,1,1,daisy,daisy,1.0,1.074924e-12,1.0,1.9641257e-18,3.698124e-10,9.396518e-19
1713,2,2,tulips,tulips,0.99990225,2.987139e-11,1.0680048e-10,0.99990225,6.2438915e-11,9.776677e-05
1718,1,1,daisy,daisy,0.9999999,1.1804079e-13,0.9999999,1.2475947e-16,7.665498e-08,2.5931653e-18
1745,3,3,sunflowers,sunflowers,0.99999857,9.041821e-08,1.3217073e-06,3.1392576e-11,0.99999857,7.342561e-14
1749,0,0,dandelion,dandelion,0.99992585,0.99992585,7.386101e-05,7.3159924e-08,1.0664317e-07,4.2362376e-09
1751,1,1,daisy,daisy,0.9999963,2.3795348e-08,0.9999963,3.8084518e-16,3.725772e-06,5.993318e-16
1757,1,1,daisy,daisy,1.0,3.160372e-12,1.0,2.1837415e-16,8.943071e-09,9.567617e-16
1771,1,1,daisy,daisy,1.0,7.266911e-12,1.0,2.0335239e-15,1.6260762e-11,1.6796317e-21
1775,1,1,daisy,daisy,0.9999902,9.5080395e-06,0.9999902,3.7839523e-10,2.3489235e-07,5.6738664e-10
1778,0,0,dandelion,dandelion,1.0,1.0,8.873992e-11,8.5384655e-14,4.9629024e-13,2.87785e-18
1790,2,2,tulips,tulips,0.9771344,6.1344685e-09,7.722768e-07,0.9771344,4.409124e-08,0.022864772
1795,0,0,dandelion,dandelion,1.0,1.0,1.4593268e-08,2.47019e-11,8.621573e-09,4.6159545e-14
1799,2,2,tulips,tulips,0.9999969,3.693418e-10,1.349886e-09,0.9999969,2.8082267e-08,3.0510846e-06
1819,2,4,tulips,roses,0.9865926,2.2081473e-07,5.202382e-06,0.013400247,1.7359366e-06,0.9865926
1838,2,2,tulips,tulips,1.0,2.6209524e-14,5.8598265e-11,1.0,9.391351e-13,1.9811415e-09
1841,0,0,dandelion,dandelion,0.9997472,0.9997472,2.3494393e-07,2.793801e-09,0.00025252326,7.147769e-10
1842,0,0,dandelion,dandelion,0.99999166,0.99999166,3.6274967e-06,4.4493195e-06,2.293112e-07,1.0688438e-07
1848,0,0,dandelion,dandelion,1.0,1.0,2.4858554e-17,2.143675e-19,6.364761e-15,3.457621e-24
1852,0,0,dandelion,dandelion,0.9999999,0.9999999,8.5841656e-08,1.3477502e-08,1.3380147e-08,6.6453067e-12
1860,4,4,roses,roses,0.9999999,1.2705543e-13,9.235456e-13,1.4094303e-07,2.0376016e-10,0.9999999
1866,4,2,roses,tulips,0.9906014,2.3499326e-13,5.8190026e-09,0.9906014,1.4333767e-08,0.009398568
1867,2,2,tulips,tulips,1.0,3.083922e-14,3.868026e-09,1.0,2.3533906e-09,5.37047e-12
1869,1,1,daisy,daisy,0.99961674,0.0003058223,0.99961674,3.684318e-10,7.7494224e-05,3.1534206e-10
1870,3,3,sunflowers,sunflowers,1.0,1.0915642e-12,3.8795113e-11,8.360478e-16,1.0,4.8404014e-19
1872,3,2,sunflowers,tulips,0.7462372,0.012032441,8.0267155e-06,0.7462372,0.23978998,0.0019323293
1894,4,4,roses,roses,0.99704856,3.849463e-07,3.9995207e-06,0.002946997,1.04480854e-07,0.99704856
1902,0,1,dandelion,daisy,0.9634872,0.034011982,0.9634872,0.0002523733,0.0016367217,0.0006117353
1908,1,1,daisy,daisy,0.99999917,7.763477e-07,0.99999917,3.2457452e-14,4.579187e-08,2.89608e-14
1910,0,0,dandelion,dandelion,0.9877033,0.9877033,8.462021e-07,4.7340606e-07,0.012295321,4.862053e-08
1912,1,1,daisy,daisy,0.9999995,2.827676e-07,0.9999995,2.2996919e-14,2.6360206e-07,2.821749e-15
1918,3,3,sunflowers,sunflowers,0.997841,9.6777485e-06,0.0021291617,1.594041e-05,0.997841,4.184848e-06
1920,4,4,roses,roses,0.9999999,3.2717067e-12,1.5930958e-11,1.3758674e-07,6.9622716e-15,0.9999999
1929,1,1,daisy,daisy,0.9999993,3.249799e-07,0.9999993,7.467882e-08,2.5939474e-07,3.64786e-12
1943,0,0,dandelion,dandelion,0.999905,0.999905,8.566223e-05,1.2382881e-08,9.312049e-06,1.6024082e-09
1948,1,1,daisy,daisy,1.0,8.044719e-12,1.0,4.2806873e-14,2.0849455e-12,2.7663585e-16
1967,4,2,roses,tulips,0.9543595,1.6060203e-10,2.4758149e-09,0.9543595,7.2871103e-07,0.045639887
1968,2,2,tulips,tulips,0.999997,1.7569232e-17,2.0784565e-11,0.999997,1.0037802e-16,2.9604412e-06
1974,2,3,tulips,sunflowers,0.97078437,0.00036599542,0.0048735426,0.021412482,0.97078437,0.0025635955
1977,0,0,dandelion,dandelion,0.9999528,0.9999528,4.4401546e-05,2.0249793e-07,2.6665987e-06,3.68478e-08
1984,0,0,dandelion,dandelion,0.99999976,0.99999976,2.2203962e-07,4.1346768e-10,8.589482e-09,4.0533696e-09
2013,2,2,tulips,tulips,1.0,3.479685e-09,2.0808784e-11,1.0,1.0473787e-09,4.7174723e-08
2017,1,3,daisy,sunflowers,0.97780585,0.00044882868,0.016466826,0.0052443696,0.97780585,3.408972e-05
2018,0,0,dandelion,dandelion,0.9999995,0.9999995,4.7238018e-07,1.3781088e-12,2.9920134e-08,9.991527e-13
2025,3,4,sunflowers,roses,0.54067653,0.0010569397,0.00084277877,0.0022904328,0.45513335,0.54067653
2033,0,0,dandelion,dandelion,0.99451715,0.99451715,9.864309e-06,2.4287072e-05,0.0054487404,3.9121972e-10
2040,0,0,dandelion,dandelion,0.94017607,0.94017607,7.906956e-05,0.00746153,0.052283082,3.1738486e-07
2043,0,0,dandelion,dandelion,0.99999917,0.99999917,5.1266784e-07,1.3585743e-11,3.601648e-07,5.1677067e-14
2046,3,3,sunflowers,sunflowers,1.0,2.0432563e-18,6.315509e-18,1.5826726e-21,1.0,3.5272494e-20
2053,0,0,dandelion,dandelion,0.99998415,0.99998415,1.2176137e-06,1.8858229e-06,6.072313e-06,6.675928e-06
2057,4,4,roses,roses,1.0,2.279053e-17,3.2384846e-16,1.615415e-10,3.0237675e-13,1.0
2060,3,3,sunflowers,sunflowers,0.99999964,2.8139297e-07,4.32481e-08,2.533279e-17,0.99999964,1.4351955e-15
2069,2,2,tulips,tulips,0.9999999,1.2110352e-10,4.3155555e-09,0.9999999,7.2627955e-08,4.6472357e-10
2071,3,1,sunflowers,daisy,0.52243286,0.0021990042,0.52243286,0.0040304814,0.4707619,0.00057579443
2078,1,1,daisy,daisy,1.0,1.0295726e-16,1.0,1.9541245e-20,1.7472367e-10,2.6713865e-22
2083,0,0,dandelion,dandelion,0.99945956,0.99945956,1.907861e-06,5.3305494e-06,5.4971184e-05,0.0004781989
2093,0,0,dandelion,dandelion,0.5711756,0.5711756,0.0003049247,6.090176e-07,0.426654,0.001864899
2104,2,2,tulips,tulips,0.99999034,6.959564e-11,3.0596383e-09,0.99999034,9.64967e-06,2.4798696e-09
2105,2,2,tulips,tulips,0.9999974,1.3356501e-12,6.8883354e-12,0.9999974,8.091066e-11,2.6504706e-06
2117,3,4,sunflowers,roses,0.57507753,0.00011269085,0.00091669447,0.020372218,0.40352088,0.57507753
2123,2,2,tulips,tulips,0.9987484,4.212821e-05,0.0009404827,0.9987484,1.4298001e-05,0.00025470706
2126,2,2,tulips,tulips,0.9981736,4.7449057e-06,0.0009023368,0.9981736,1.2600076e-05,0.00090666313
2136,2,2,tulips,tulips,1.0,2.6851248e-13,2.2209335e-08,1.0,1.6195306e-10,1.2799734e-08
2140,0,1,dandelion,daisy,0.9024776,0.090953454,0.9024776,8.720582e-07,0.006568081,3.2949397e-09
2150,4,4,roses,roses,0.95935285,1.4508792e-05,7.180236e-06,0.04062525,2.1362102e-07,0.95935285
2153,1,2,daisy,tulips,0.62617064,0.00075441645,0.32249343,0.62617064,0.004455368,0.04612615
2160,3,3,sunflowers,sunflowers,0.9999999,3.1812563e-11,2.2981211e-12,1.10682535e-07,0.9999999,2.880904e-10
2161,1,0,daisy,dandelion,0.9077351,0.9077351,0.0639311,0.0016512553,0.026313465,0.00036906925
2182,1,1,daisy,daisy,0.9999869,1.3015837e-05,0.9999869,2.0613429e-09,1.5406256e-07,1.6795998e-10
2187,4,4,roses,roses,0.997329,5.1328293e-09,7.0460295e-08,0.00015580888,0.002515098,0.997329
2190,0,0,dandelion,dandelion,0.9683728,0.9683728,0.00046340097,8.2304024e-07,0.031162927,8.106492e-08
2191,3,3,sunflowers,sunflowers,1.0,7.3724765e-14,1.0290766e-11,2.0583199e-14,1.0,2.9732475e-19
2194,0,0,dandelion,dandelion,0.999998,0.999998,6.6023557e-07,7.231959e-11,1.3180738e-06,2.9823427e-10
2199,2,2,tulips,tulips,0.9999877,4.912398e-14,1.1902872e-09,0.9999877,6.5762124e-06,5.7560515e-06
2204,4,4,roses,roses,0.98062265,7.826526e-06,2.6564824e-06,0.019366665,2.2366335e-07,0.98062265
2228,2,2,tulips,tulips,1.0,5.3535715e-17,4.7079657e-14,1.0,1.7416477e-13,1.09195005e-11
2236,0,0,dandelion,dandelion,0.99962616,0.99962616,0.000373593,1.4077511e-07,3.1306426e-09,1.4707227e-07
2238,0,0,dandelion,dandelion,0.99860734,0.99860734,6.5815307e-06,3.1289244e-06,0.0013827046,3.3061187e-07
2244,3,3,sunflowers,sunflowers,0.99991393,3.4412187e-05,5.163413e-05,1.1818761e-10,0.99991393,7.49804e-13
2246,1,1,daisy,daisy,0.57279074,0.00041483404,0.57279074,0.42631274,0.00030628167,0.00017539467
2249,3,3,sunflowers,sunflowers,1.0,4.7519876e-08,9.2102416e-11,4.3683293e-11,1.0,1.411464e-11
2251,0,0,dandelion,dandelion,0.9384469,0.9384469,0.052605588,3.911685e-05,0.008856717,5.1723302e-05
2253,1,1,daisy,daisy,0.9987924,0.0011931058,0.9987924,8.610181e-06,4.874533e-06,9.160313e-07
2263,2,2,tulips,tulips,1.0,3.4407265e-24,3.2383083e-18,1.0,1.8063814e-19,1.60697e-14
2276,1,1,daisy,daisy,0.9999696,3.5355094e-06,0.9999696,3.5523875e-08,2.6794522e-05,1.4353765e-08
2288,0,0,dandelion,dandelion,1.0,1.0,1.7227718e-10,2.3013376e-11,8.0935425e-11,4.2737875e-13
2295,4,4,roses,roses,1.0,3.5716867e-13,8.684035e-10,4.357817e-08,9.47136e-10,1.0
2321,3,3,sunflowers,sunflowers,0.98728925,0.012667033,2.9507366e-05,1.4079681e-05,0.98728925,1.192837e-08
2330,4,4,roses,roses,1.0,1.954319e-08,3.2884726e-09,4.3795128e-09,5.3222644e-13,1.0
2359,1,1,daisy,daisy,1.0,6.1672862e-09,1.0,1.4048574e-14,5.117228e-10,9.269211e-18
2366,2,2,tulips,tulips,0.9854338,4.822525e-07,4.6053254e-05,0.9854338,0.003316089,0.011203532
2367,2,2,tulips,tulips,1.0,6.007515e-14,1.14653815e-08,1.0,3.3016308e-14,3.864143e-11
2372,3,3,sunflowers,sunflowers,0.9999975,1.3918998e-06,1.3403103e-08,1.0511402e-06,0.9999975,8.764138e-09
2379,2,2,tulips,tulips,1.0,1.4402066e-14,9.291929e-09,1.0,1.6164437e-15,8.281976e-09
2392,3,3,sunflowers,sunflowers,0.9999968,3.2144105e-06,2.0930478e-15,6.2417985e-16,0.9999968,4.5515387e-15
2396,0,0,dandelion,dandelion,0.994795,0.994795,4.6897752e-05,7.0482275e-07,0.0051573855,7.0016015e-10
2402,4,4,roses,roses,1.0,2.8246e-18,5.5293937e-17,4.6082204e-11,1.3454691e-20,1.0
2411,3,3,sunflowers,sunflowers,1.0,1.2644459e-12,1.2966894e-09,1.4935774e-12,1.0,1.1238629e-15
2417,2,2,tulips,tulips,1.0,1.9642762e-10,5.2654727e-15,1.0,1.862833e-12,1.6136792e-09
2421,0,0,dandelion,dandelion,0.9473989,0.9473989,0.051789258,2.2664253e-06,0.00080948655,1.1092867e-09
2429,0,3,dandelion,sunflowers,0.67080355,0.00045927256,0.13215655,0.07784942,0.67080355,0.118731186
2438,2,3,tulips,sunflowers,0.973244,8.290627e-06,6.127708e-07,0.025684392,0.973244,0.0010626296
2440,4,2,roses,tulips,0.99770445,1.1840343e-09,2.6145659e-11,0.99770445,1.3290499e-07,0.0022954992
2444,2,2,tulips,tulips,1.0,6.2233925e-16,1.6728017e-11,1.0,3.6159482e-16,8.381136e-09
2447,3,3,sunflowers,sunflowers,0.9999975,1.94775e-06,1.639437e-09,5.9228785e-07,0.9999975,1.2804e-08
2449,0,0,dandelion,dandelion,1.0,1.0,1.7930494e-11,7.921881e-17,2.265222e-15,7.895682e-20
2473,4,4,roses,roses,1.0,7.22736e-13,7.3074866e-11,5.9727636e-09,1.86616e-14,1.0
2474,4,4,roses,roses,0.97587967,3.2983428e-06,5.3267246e-05,0.024056312,7.393523e-06,0.97587967
2479,3,3,sunflowers,sunflowers,0.9834925,0.011646812,0.0048603667,3.9494023e-07,0.9834925,2.3477276e-10
2488,2,2,tulips,tulips,0.99388874,0.00017682093,0.005812972,0.99388874,6.965281e-10,0.00012143838
2491,0,0,dandelion,dandelion,0.99994695,0.99994695,5.2817362e-05,2.4597052e-12,2.0350811e-07,5.4903337e-13
2506,4,4,roses,roses,0.9679423,3.2877608e-08,2.1424225e-10,0.03204374,1.38793985e-05,0.9679423
2527,2,2,tulips,tulips,0.9996997,2.8265527e-11,1.2444337e-07,0.9996997,5.09515e-08,0.0003002268
2532,0,0,dandelion,dandelion,0.9337571,0.9337571,0.045451596,0.0030873474,0.017676387,2.763146e-05
2533,0,1,dandelion,daisy,0.73584795,0.11000031,0.73584795,0.119442135,0.034223225,0.00048632332
2543,0,0,dandelion,dandelion,0.9999559,0.9999559,3.2718643e-05,1.8253486e-06,9.623329e-06,1.6691406e-13
2547,0,0,dandelion,dandelion,1.0,1.0,1.3666412e-13,1.9424917e-14,1.5554967e-12,1.2519068e-20
2567,3,3,sunflowers,sunflowers,0.76740694,0.0005508832,8.021405e-05,0.23194762,0.76740694,1.4331354e-05
2568,4,4,roses,roses,0.5557984,5.2054617e-07,1.003432e-05,0.44419056,4.7320663e-07,0.5557984
2572,4,4,roses,roses,0.9987436,1.1525816e-14,1.3918059e-08,0.0012564756,1.3444522e-10,0.9987436
2576,2,2,tulips,tulips,0.99999344,1.8838627e-16,6.7062736e-14,0.99999344,1.4654463e-14,6.5970867e-06
2585,2,2,tulips,tulips,1.0,1.7780279e-29,7.9173146e-18,1.0,3.0375782e-16,2.5191196e-20
2599,4,4,roses,roses,0.9990514,1.9044743e-11,1.615872e-07,0.0009484341,2.7467252e-11,0.9990514
2606,1,1,daisy,daisy,0.99998844,2.5205723e-06,0.99998844,1.3068894e-09,9.0029425e-06,5.1770508e-11
2610,3,2,sunflowers,tulips,0.64598006,0.00036602493,0.00014695238,0.64598006,0.29681435,0.056692652
2611,0,0,dandelion,dandelion,0.9973947,0.9973947,5.6352903e-05,2.998383e-14,0.0025489542,5.5619995e-16
2617,3,3,sunflowers,sunflowers,1.0,1.5463001e-12,5.481451e-12,6.354233e-11,1.0,8.634781e-18
2618,0,0,dandelion,dandelion,1.0,1.0,2.592135e-12,9.300136e-17,7.2654283e-12,5.798887e-18
2633,4,4,roses,roses,0.9999571,2.106288e-08,6.8295584e-11,4.29386e-05,2.8234975e-11,0.9999571
2635,2,2,tulips,tulips,0.84628713,9.673366e-09,7.335778e-08,0.84628713,2.3164422e-12,0.1537127
2636,1,1,daisy,daisy,0.99539065,3.3052156e-06,0.99539065,9.930423e-06,0.004595878,2.8993387e-07
2638,3,3,sunflowers,sunflowers,0.9424281,0.057547394,2.4135028e-05,3.4514568e-07,0.9424281,3.1601175e-09
2641,1,1,daisy,daisy,0.9999684,3.1553143e-05,0.9999684,6.500308e-12,4.2374038e-09,2.8657833e-08
2646,4,4,roses,roses,0.99757534,3.8953566e-08,1.0028218e-07,0.0022294042,0.0001950689,0.99757534
2649,3,3,sunflowers,sunflowers,0.9642968,0.0024335221,0.03326971,1.315626e-08,0.9642968,3.5942545e-08
2650,2,2,tulips,tulips,0.9981939,2.0626038e-07,9.863918e-06,0.9981939,1.4433143e-11,0.0017960002
2655,2,4,tulips,roses,0.87758034,7.6686485e-10,0.00021414168,0.12220548,1.6982452e-09,0.87758034
2665,0,0,dandelion,dandelion,0.99999976,0.99999976,7.4571965e-08,1.9939058e-08,6.055412e-08,8.244671e-12
2673,1,1,daisy,daisy,0.999915,5.37181e-05,0.999915,6.482248e-07,2.759736e-05,2.957512e-06
2684,0,0,dandelion,dandelion,1.0,1.0,5.1564997e-09,1.2613934e-09,2.5016963e-08,2.3534601e-11
2685,3,3,sunflowers,sunflowers,1.0,4.9262074e-09,4.5770864e-08,1.1670478e-09,1.0,5.2857467e-12
2697,1,1,daisy,daisy,0.99923205,0.0002814285,0.99923205,6.388049e-07,0.00048588708,1.2667133e-08
2709,0,0,dandelion,dandelion,0.9999765,0.9999765,2.0115023e-05,2.6612987e-08,3.275799e-06,1.17590035e-08
2714,3,3,sunflowers,sunflowers,1.0,2.2758314e-08,1.7409661e-10,5.2606905e-09,1.0,4.0347942e-10
2720,4,4,roses,roses,0.9999633,4.8075155e-15,4.153874e-11,3.667079e-05,1.7662637e-11,0.9999633
2733,2,2,tulips,tulips,0.9997582,1.5936963e-06,3.0393307e-06,0.9997582,0.00021979613,1.740294e-05
2762,4,4,roses,roses,0.99999404,1.325278e-14,5.094259e-06,9.183201e-07,1.1858902e-19,0.99999404
2767,0,0,dandelion,dandelion,1.0,1.0,2.1719726e-13,1.8556088e-13,3.658782e-12,2.1036927e-15
2770,4,4,roses,roses,0.99995446,4.433141e-13,7.462587e-17,4.5588673e-05,2.2339851e-12,0.99995446
2774,2,2,tulips,tulips,0.9851022,2.4714957e-09,1.1717681e-06,0.9851022,2.3129344e-06,0.014894344
2778,0,0,dandelion,dandelion,1.0,1.0,6.6734267e-09,2.7330895e-14,1.678893e-12,1.4940553e-13
2779,0,0,dandelion,dandelion,0.9999174,0.9999174,2.3333078e-07,5.0404175e-10,8.234121e-05,7.610825e-10
2785,3,3,sunflowers,sunflowers,0.987528,0.012398454,6.307528e-05,1.0368758e-05,0.987528,7.369743e-08
2791,0,0,dandelion,dandelion,0.9999999,0.9999999,1.1572772e-12,7.016336e-13,1.6376956e-07,1.5194178e-15
2792,4,2,roses,tulips,0.45587066,0.00013619548,2.729311e-06,0.45587066,0.14690354,0.39708692
2798,2,2,tulips,tulips,1.0,1.6798084e-13,3.1320346e-09,1.0,3.43297e-10,8.143108e-11
2808,3,3,sunflowers,sunflowers,0.9999802,1.6649019e-05,3.1125364e-06,1.2977419e-10,0.9999802,8.134057e-10
2814,3,0,sunflowers,dandelion,0.9747414,0.9747414,0.0009049101,7.908433e-09,0.024353586,2.1015511e-08
2836,2,2,tulips,tulips,0.9991326,0.00013574211,9.228276e-05,0.9991326,1.9057905e-05,0.0006204609
2839,2,2,tulips,tulips,0.9971957,4.1822025e-13,5.171631e-11,0.9971957,2.490947e-13,0.0028042854
2842,3,3,sunflowers,sunflowers,0.99774146,0.00049255224,3.3308526e-05,0.00078230124,0.99774146,0.0009504249
2856,3,3,sunflowers,sunflowers,0.9985563,1.1508562e-07,5.861155e-06,0.00032799464,0.9985563,0.0011097826
2870,4,4,roses,roses,0.9994808,2.5762308e-06,2.3738442e-06,0.0005141038,2.498697e-07,0.9994808
2875,4,4,roses,roses,0.9988655,1.1280285e-06,5.4744137e-06,0.0011274178,5.4537804e-07,0.9988655
2877,1,1,daisy,daisy,0.85424596,0.00010928554,0.85424596,0.00012663788,0.14520283,0.00031526224
2878,4,4,roses,roses,0.5463406,5.4987377e-06,7.7527366e-05,0.431511,0.022065371,0.5463406
2894,0,0,dandelion,dandelion,1.0,1.0,1.6189498e-14,4.415012e-18,3.1895229e-09,4.833611e-19
2903,3,3,sunflowers,sunflowers,0.9999198,1.2087965e-10,3.9099665e-12,8.020111e-05,0.9999198,1.4792641e-14
2906,4,4,roses,roses,0.9999964,2.0784366e-10,2.6132486e-08,8.076901e-08,3.4590846e-06,0.9999964
2909,1,1,daisy,daisy,0.999977,1.1395544e-07,0.999977,8.293344e-12,2.2835417e-05,5.84732e-15
2914,3,3,sunflowers,sunflowers,0.9997688,1.6817627e-06,3.5504638e-07,0.00022914853,0.9997688,1.1978725e-08
2920,1,1,daisy,daisy,0.9999994,7.560727e-12,0.9999994,5.7340463e-07,2.3426308e-10,1.8690285e-08
2921,0,0,dandelion,dandelion,1.0,1.0,3.199529e-08,1.1169072e-11,1.6526019e-09,5.135096e-12
2938,4,2,roses,tulips,0.7544639,9.483581e-10,6.717369e-07,0.7544639,2.3449688e-11,0.24553542
2962,2,2,tulips,tulips,0.9961926,0.0022014324,0.00058485946,0.9961926,0.00061437674,0.0004069032
2968,3,3,sunflowers,sunflowers,0.9977761,1.0430381e-09,0.0018983054,0.00029315084,0.9977761,3.230903e-05
2987,1,1,daisy,daisy,0.999972,2.2572965e-07,0.999972,1.9621612e-05,8.190652e-06,4.2498183e-13
2997,3,3,sunflowers,sunflowers,0.9979989,2.4551794e-09,1.2421183e-06,0.0019941588,0.9979989,5.7648817e-06
2998,1,1,daisy,daisy,0.99628156,3.5832194e-08,0.99628156,0.003682226,1.6285e-07,3.6129342e-05
3007,1,1,daisy,daisy,1.0,1.3723427e-14,1.0,1.3104199e-15,2.1856348e-11,1.0007665e-16
3014,1,1,daisy,daisy,0.9966876,0.0033121794,0.9966876,1.6322242e-07,4.7678437e-08,2.0600009e-08
3015,3,3,sunflowers,sunflowers,0.9999958,4.2139545e-06,2.2259432e-10,5.699468e-12,0.9999958,1.7204332e-10
3032,1,1,daisy,daisy,0.99999845,1.0619582e-07,0.99999845,2.4971392e-12,1.3866426e-06,4.483714e-09
3033,1,1,daisy,daisy,0.9941037,0.00076207594,0.9941037,7.4170193e-06,0.0051139332,1.275255e-05
3034,0,0,dandelion,dandelion,0.99997306,0.99997306,1.2682507e-05,8.119831e-06,5.4755574e-08,6.070602e-06
3040,3,3,sunflowers,sunflowers,0.99259186,0.0014185357,0.0011859048,0.0016874614,0.99259186,0.0031162386
3043,2,4,tulips,roses,0.59718376,2.8871305e-09,1.7596632e-10,0.4028162,4.6925942e-11,0.59718376
3045,1,1,daisy,daisy,0.9992525,4.8002577e-05,0.9992525,2.3555619e-07,0.0006990568,2.012236e-07
3049,0,1,dandelion,daisy,0.6111181,0.16186641,0.6111181,7.806783e-05,0.22693399,3.5168653e-06
3052,4,2,roses,tulips,0.52252877,0.0008651677,3.3119748e-05,0.52252877,0.00015511645,0.47641784
3053,3,3,sunflowers,sunflowers,0.99998426,3.3118123e-08,1.336007e-12,1.5781026e-05,0.99998426,5.088914e-09
3057,1,1,daisy,daisy,1.0,1.2344273e-12,1.0,1.5347993e-12,2.8042784e-09,1.604819e-15
3059,2,2,tulips,tulips,0.9995604,7.166024e-09,1.2796872e-07,0.9995604,1.0651587e-09,0.00043949124
3072,1,1,daisy,daisy,0.9999999,9.776524e-10,0.9999999,6.067551e-12,7.713722e-08,1.5314859e-16
3079,0,0,dandelion,dandelion,0.80615216,0.80615216,0.021748345,0.12656264,0.042586025,0.0029508197
3083,2,2,tulips,tulips,0.9995185,7.513039e-05,4.955191e-05,0.9995185,7.623827e-06,0.00034927766
3088,3,3,sunflowers,sunflowers,1.0,3.0352193e-21,4.6512845e-23,5.763968e-28,1.0,5.1516e-33
3089,3,3,sunflowers,sunflowers,0.9949196,0.00045135053,0.0011377593,0.0034912538,0.9949196,1.6839634e-07
3104,2,2,tulips,tulips,0.975907,1.3281961e-05,0.022965249,0.975907,0.0011142412,1.16165396e-07
3105,4,4,roses,roses,0.9998597,2.0982432e-07,1.6825084e-07,9.909742e-05,4.079353e-05,0.9998597
3109,3,3,sunflowers,sunflowers,0.53817284,0.1494657,0.0010186039,0.3112145,0.53817284,0.00012837582
3111,4,2,roses,tulips,0.9785962,1.1822528e-12,3.7194024e-08,0.9785962,1.0388567e-08,0.021403758
3113,1,1,daisy,daisy,0.83803636,0.0004948197,0.83803636,1.6757471e-06,0.16146696,1.9732259e-07
3114,1,1,daisy,daisy,0.9322132,0.0023145562,0.9322132,5.9954773e-06,0.065463535,2.7069648e-06
3116,0,0,dandelion,dandelion,1.0,1.0,8.471732e-13,4.373539e-19,2.452821e-13,4.6012946e-28
3127,0,0,dandelion,dandelion,0.99999905,0.99999905,3.0258911e-07,5.9878142e-09,5.727617e-07,2.7600822e-10
3130,3,3,sunflowers,sunflowers,0.9999994,2.8409188e-08,5.8967896e-07,1.4005039e-10,0.9999994,4.074255e-14
3134,4,2,roses,tulips,0.93694663,6.093518e-11,1.3379752e-05,0.93694663,0.012976997,0.050062973
3147,0,0,dandelion,dandelion,1.0,1.0,5.2006706e-13,2.527345e-16,6.795909e-15,9.1547846e-20
3154,4,4,roses,roses,0.99996996,1.9623327e-11,2.4176683e-11,3.0069212e-05,1.0010406e-11,0.99996996
3156,2,2,tulips,tulips,1.0,1.673409e-21,5.6785496e-12,1.0,5.6169253e-11,2.894806e-18
3157,0,0,dandelion,dandelion,0.9999993,0.9999993,2.6375362e-09,1.3275821e-14,7.591843e-07,5.108624e-17
3171,0,0,dandelion,dandelion,0.99999964,0.99999964,2.8268568e-07,4.9571895e-08,8.678577e-08,3.0083857e-08
3183,2,2,tulips,tulips,1.0,1.1139199e-19,5.272928e-16,1.0,3.1662283e-17,1.6536296e-13
3192,2,2,tulips,tulips,0.9999968,1.3376199e-12,3.5117713e-09,0.9999968,1.9549904e-09,3.2490673e-06
